id,label
1,0.7813293933868408
2,0.9721518754959106
3,0.8225048780441284
4,0.9717815518379211
5,0.06618162989616394
6,0.03579115867614746
7,0.00011689604434650391
8,0.025567589327692986
9,0.011815140955150127
10,0.006290015298873186
11,0.007859673351049423
12,0.9904160499572754
13,0.07890056073665619
14,0.06194012612104416
15,0.05890096724033356
16,0.01356804370880127
17,0.943889856338501
18,0.9900304079055786
19,0.0016330968355759978
20,0.38574355840682983
21,0.9788721203804016
22,0.305194616317749
23,0.8896479606628418
24,0.9681904315948486
25,0.9737542867660522
26,0.8784593939781189
27,0.8721013069152832
28,0.003614197950810194
29,0.7814563512802124
30,0.8597614169120789
31,0.9901407361030579
32,0.07715016603469849
33,0.8501816391944885
34,0.24933519959449768
35,0.05483721196651459
36,0.6053754091262817
37,0.0015641474165022373
38,0.0017258722800761461
39,0.8969981074333191
40,0.0048427158035337925
41,0.9106709361076355
42,0.9992013573646545
43,0.9697292447090149
44,0.9616369009017944
45,0.2515859007835388
46,0.26241546869277954
47,0.1971372365951538
48,0.9891448616981506
49,0.9931904673576355
50,0.040830716490745544
51,0.059787556529045105
52,0.18630991876125336
53,0.050894781947135925
54,0.03634117916226387
55,0.6162155270576477
56,0.3521091938018799
57,0.9868679046630859
58,0.0020658269058912992
59,0.9875028729438782
60,0.9449254870414734
61,0.0388704352080822
62,0.5596317648887634
63,0.706935703754425
64,0.977609395980835
65,0.9976397752761841
66,0.9447696805000305
67,0.9872277975082397
68,0.0016485645901411772
69,0.9996857643127441
70,0.8331124186515808
71,0.880744218826294
72,0.9088846445083618
73,0.9988501071929932
74,0.9899590611457825
75,0.01230113860219717
76,0.6418061852455139
77,0.9909152388572693
78,0.9043249487876892
79,0.06510568410158157
80,0.03139719367027283
81,0.3762359917163849
82,0.009569269604980946
83,0.9747100472450256
84,0.046959567815065384
85,0.9963171482086182
86,0.2561433017253876
87,0.8542908430099487
88,0.9231458902359009
89,0.01518424041569233
90,0.586100161075592
91,0.49903643131256104
92,0.7334734201431274
93,0.001580630661919713
94,0.99276202917099
95,0.9829381108283997
96,0.1259920597076416
97,0.4978857636451721
98,0.8730970025062561
99,0.002446271013468504
100,0.05867715924978256
101,0.054353464394807816
102,0.8917332887649536
103,0.014048957265913486
104,0.6942216753959656
105,0.27748405933380127
106,0.7538623809814453
107,0.10527173429727554
108,0.15151533484458923
109,0.13650429248809814
110,0.9997197985649109
111,0.6955797672271729
112,0.7893626093864441
113,0.9977849721908569
114,0.031822532415390015
115,0.31237056851387024
116,0.011188861913979053
117,0.011686239391565323
118,0.9159442186355591
119,0.9246792793273926
120,0.5681920051574707
121,0.8519461154937744
122,0.004237836226820946
123,0.14766168594360352
124,0.09894322603940964
125,0.05956186354160309
126,0.5540781021118164
127,0.9089740514755249
128,0.002110591856762767
129,0.20039193332195282
130,0.07751932740211487
131,0.977920651435852
132,0.6076961755752563
133,0.40555256605148315
134,0.007095850072801113
135,0.021326785907149315
136,0.6129217743873596
137,0.9712142944335938
138,0.6256608366966248
139,0.7630014419555664
140,0.3646375834941864
141,0.04107198119163513
142,0.3216567039489746
143,0.9994865655899048
144,0.5295474529266357
145,0.011069629341363907
146,0.9961865544319153
147,0.8689113855361938
148,0.538661003112793
149,0.131803497672081
150,0.7271817922592163
151,0.8056653738021851
152,0.017564913257956505
153,8.402279490837827e-05
154,0.0008336941245943308
155,0.8008283376693726
156,0.13093191385269165
157,0.017069699242711067
158,0.9929625391960144
